,edid,year,variable,party,value
997,90,2011,REJECTED,REJECTED,59
998,90,2011,UNMARKED,UNMARKED,31
999,90,2011,DECLINED,DECLINED,8
1000,90,2011,VOTER_TURNOUT,VOTER_TURNOUT,26578
1001,90,2011,ELECTORS,ELECTORS,57027
1002,91,2011,GALLO,ONTARIO LIBERTARIAN PARTY,133
1003,91,2011,GRAVELLE,LIBERAL                        ,11765
1004,91,2011,KYLE,GREEN                          ,555
1005,91,2011,LEBLANC,PROGRESSIVE CONSERVATIVE       ,4578
1006,91,2011,MANTIS,NEW DEMOCRATIC                 ,9111
1007,91,2011,REJECTED,REJECTED,69
1008,91,2011,UNMARKED,UNMARKED,24
1009,91,2011,DECLINED,DECLINED,4
1010,91,2011,VOTER_TURNOUT,VOTER_TURNOUT,26239
1011,91,2011,ELECTORS,ELECTORS,54443
1012,92,2011,AULBROOK,PROGRESSIVE CONSERVATIVE       ,5337
1013,92,2011,BONIN,LIBERAL                        ,6532
1014,92,2011,COURVILLE,NORTHERN ONTARIO HERITAGE      ,391
1015,92,2011,DANESE,GREEN                          ,312
1016,92,2011,VANTHOF,NEW DEMOCRATIC                 ,12633
1017,92,2011,REJECTED,REJECTED,64
1018,92,2011,UNMARKED,UNMARKED,24
1019,92,2011,DECLINED,DECLINED,3
1020,92,2011,VOTER_TURNOUT,VOTER_TURNOUT,25296
1021,92,2011,ELECTORS,ELECTORS,50554
1022,93,2011,BISSON,NEW DEMOCRATIC                 ,11479
1023,93,2011,NERON,FREEDOM                        ,108
1024,93,2011,PLANT,GREEN                          ,233
1025,93,2011,RICKARD,LIBERAL                        ,2870
1026,93,2011,SPACEK,PROGRESSIVE CONSERVATIVE       ,8515
1027,93,2011,REJECTED,REJECTED,61
1028,93,2011,UNMARKED,UNMARKED,20
1029,93,2011,DECLINED,DECLINED,2
1030,93,2011,VOTER_TURNOUT,VOTER_TURNOUT,23288
1031,93,2011,ELECTORS,ELECTORS,49723
1032,94,2011,ABELL,PROGRESSIVE CONSERVATIVE       ,7186
1033,94,2011,CROWE,NEW DEMOCRATIC                 ,11571
1034,94,2011,DAYE,GREEN                          ,1123
1035,94,2011,FALARDEAU,ONTARIO LIBERTARIAN PARTY,441
1036,94,2011,GOODWIN,FREEDOM                        ,92
1037,94,2011,HOLLIDAY,COMMUNIST                      ,146
1038,94,2011,MURRAY,LIBERAL                        ,25236
1039,94,2011,ROTENBERG,VEGAN ENVIRONMENTAL PARTY,93
1040,94,2011,SARAZEN,PATRON                         ,29
1041,94,2011,YAZDANFAR,CHRISTIAN CREDIT               ,19
1042,94,2011,REJECTED,REJECTED,205
1043,94,2011,UNMARKED,UNMARKED,57
1044,94,2011,DECLINED,DECLINED,24
1045,94,2011,VOTER_TURNOUT,VOTER_TURNOUT,46222
1046,94,2011,ELECTORS,ELECTORS,95466
1047,95,2011,CLARKE,FAMILY COALITION PARTY OF ONTARIO,143
1048,95,2011,JETHI,PROGRESSIVE CONSERVATIVE       ,3488
1049,95,2011,MERCER,THE ONLY PARTY,110
1050,95,2011,RECKER,ONTARIO LIBERTARIAN PARTY,440
1051,95,2011,RICHARDSON,CHRISTIAN CREDIT               ,75
1052,95,2011,STERLING,LIBERAL                        ,11369
1053,95,2011,TABUNS,NEW DEMOCRATIC                 ,20062
1054,95,2011,VERA,FREEDOM                        ,107
1055,95,2011,WHALLEY,GREEN                          ,1354
1056,95,2011,REJECTED,REJECTED,157
1057,95,2011,UNMARKED,UNMARKED,45
1058,95,2011,DECLINED,DECLINED,24
1059,95,2011,VOTER_TURNOUT,VOTER_TURNOUT,37374
1060,95,2011,ELECTORS,ELECTORS,75815
1061,96,2011,AHMED,NEW DEMOCRATIC                 ,139
1062,96,2011,FOGEL,SOCIALIST PARTY OF ONTARIO,117
1063,96,2011,GRANT,GREEN                          ,2415
1064,96,2011,MARCHESE,NEW DEMOCRATIC                 ,19870
1065,96,2011,OCRAN-CAESAR,PARTY FOR HUMAN RIGHTS IN ONTARIO,88
1066,96,2011,THOMSON,LIBERAL                        ,18731
1067,96,2011,URSOMARZO,FREEDOM                        ,126
1068,96,2011,YEN,PROGRESSIVE CONSERVATIVE       ,5420
1069,96,2011,REJECTED,REJECTED,112
1070,96,2011,UNMARKED,UNMARKED,65
1071,96,2011,DECLINED,DECLINED,28
1072,96,2011,VOTER_TURNOUT,VOTER_TURNOUT,47111
1073,96,2011,ELECTORS,ELECTORS,109565
1074,97,2011,DONOFRIO,NEW DEMOCRATIC                 ,5594
1075,97,2011,FABRIZIO,ONTARIO LIBERTARIAN PARTY,929
1076,97,2011,FRYE,GREEN                          ,694
1077,97,2011,GENCO,PROGRESSIVE CONSERVATIVE       ,15420
1078,97,2011,MARINO,ONTARIO PROVINCIAL CONFEDERATION OF REGIONS PARTY,169
1079,97,2011,NATALE,REFORM PARTY OF ONTARIO,218
1080,97,2011,QUATELA,INDEPENDENT,169
1081,97,2011,SORBARA,LIBERAL                        ,26174
1082,97,2011,REJECTED,REJECTED,308
1083,97,2011,UNMARKED,UNMARKED,87
1084,97,2011,DECLINED,DECLINED,11
1085,97,2011,VOTER_TURNOUT,VOTER_TURNOUT,49773
1086,97,2011,ELECTORS,ELECTORS,121154
1087,98,2011,CRIDLAND,GREEN                          ,1005
1088,98,2011,FORSTER,NEW DEMOCRATIC                 ,19527
1089,98,2011,HAMILTON,ONTARIO LIBERTARIAN PARTY,505
1090,98,2011,MERCIER,LIBERAL                        ,8638
1091,98,2011,URSINI,PROGRESSIVE CONSERVATIVE       ,14048
1092,98,2011,REJECTED,REJECTED,200
1093,98,2011,UNMARKED,UNMARKED,36
1094,98,2011,DECLINED,DECLINED,12
1095,98,2011,VOTER_TURNOUT,VOTER_TURNOUT,43971
1096,98,2011,ELECTORS,ELECTORS,85141
1097,99,2011,ARNOTT,PROGRESSIVE CONSERVATIVE       ,23495
1098,99,2011,DARTSCH,GREEN                          ,1309
1099,99,2011,HAMILTON,ONTARIO LIBERTARIAN PARTY,6106
1100,99,2011,JOHNSON,LIBERAL                        ,11334
1101,99,2011,REJECTED,REJECTED,70
1102,99,2011,UNMARKED,UNMARKED,44
1103,99,2011,DECLINED,DECLINED,23
1104,99,2011,VOTER_TURNOUT,VOTER_TURNOUT,42381
1105,99,2011,ELECTORS,ELECTORS,82926
1106,100,2011,ELLIOTT,PROGRESSIVE CONSERVATIVE       ,24499
1107,100,2011,GIBSON,GREEN                          ,1139
1108,100,2011,KING,PARTY FOR PEOPLE WITH SPECIAL NEEDS,211
1109,100,2011,ROY,LIBERAL                        ,16988
1110,100,2011,SADEM-THOMPSON,NEW DEMOCRATIC                 ,7865
1111,100,2011,THOM,FREEDOM                        ,160
1112,100,2011,REJECTED,REJECTED,105
1113,100,2011,UNMARKED,UNMARKED,25
1114,100,2011,DECLINED,DECLINED,24
1115,100,2011,VOTER_TURNOUT,VOTER_TURNOUT,51016
1116,100,2011,ELECTORS,ELECTORS,102672
1117,101,2011,AGOVINO,PROGRESSIVE CONSERVATIVE       ,14528
1118,101,2011,BROWN,LIBERAL                        ,5556
1119,101,2011,BROWN,LIBERAL                        ,5556
1120,101,2011,VETTESE,GREEN                          ,874
1121,101,2011,ZIMMER,LIBERAL                        ,21984
1122,101,2011,REJECTED,REJECTED,99
1123,101,2011,UNMARKED,UNMARKED,77
1124,101,2011,DECLINED,DECLINED,27
1125,101,2011,VOTER_TURNOUT,VOTER_TURNOUT,43442
1126,101,2011,ELECTORS,ELECTORS,95694
1127,102,2011,DE VERTEUIL,DE VERTEUIL,7751
1128,102,2011,DOMINATO,ONTARIO LIBERTARIAN PARTY,476
1129,102,2011,DUNCAN,LIBERAL                        ,15946
1130,102,2011,LEVESQUE,GREEN                          ,830
1131,102,2011,MCAVOY,NEW DEMOCRATIC                 ,12228
1132,102,2011,REJECTED,REJECTED,142
1133,102,2011,UNMARKED,UNMARKED,40
1134,102,2011,DECLINED,DECLINED,40
1135,102,2011,VOTER_TURNOUT,VOTER_TURNOUT,37453
1136,102,2011,ELECTORS,ELECTORS,83807
1137,103,2011,BRANCH,PROGRESSIVE CONSERVATIVE       ,8476
1138,103,2011,CHARIF,NEW DEMOCRATIC                 ,10544
1139,103,2011,DUROCHER,GREEN                          ,1051
1140,103,2011,PIRUZZA,LIBERAL                        ,14127
1141,103,2011,REJECTED,REJECTED,128
1142,103,2011,UNMARKED,UNMARKED,61
1143,103,2011,DECLINED,DECLINED,24
1144,103,2011,VOTER_TURNOUT,VOTER_TURNOUT,34411
1145,103,2011,ELECTORS,ELECTORS,82773
1146,104,2011,EPSTEIN,ONTARIO LIBERTARIAN PARTY,846
1147,104,2011,FAGAN,NEW DEMOCRATIC                 ,4579
1148,104,2011,KWINTER,LIBERAL                        ,14694
1149,104,2011,MOSTYN,PROGRESSIVE CONSERVATIVE       ,11506
1150,104,2011,PANCER,INDEPENDENT,127
1151,104,2011,SHEVYRYOV,GREEN                          ,535
1152,104,2011,TAL,FREEDOM                        ,108
1153,104,2011,REJECTED,REJECTED,216
1154,104,2011,UNMARKED,UNMARKED,91
1155,104,2011,DECLINED,DECLINED,18
1156,104,2011,VOTER_TURNOUT,VOTER_TURNOUT,32720
1157,104,2011,ELECTORS,ELECTORS,71531
1158,105,2011,HARRISON,FREEDOM                        ,201
1159,105,2011,HELMAN,GREEN                          ,1479
1160,105,2011,HODGINS,ONTARIO LIBERTARIAN PARTY,489
1161,105,2011,MUNRO,PROGRESSIVE CONSERVATIVE       ,20425
1162,105,2011,RESZLER,LIBERAL                        ,9496
1163,105,2011,TAY,NEW DEMOCRATIC                 ,6607
1164,105,2011,REJECTED,REJECTED,133
1165,105,2011,UNMARKED,UNMARKED,20
1166,105,2011,DECLINED,DECLINED,30
1167,105,2011,VOTER_TURNOUT,VOTER_TURNOUT,38880
1168,105,2011,ELECTORS,ELECTORS,90599
1169,106,2011,ALBANESE,LIBERAL                        ,13805
1170,106,2011,COMPTON,FREEDOM                        ,151
1171,106,2011,DANIEL,PROGRESSIVE CONSERVATIVE       ,3441
1172,106,2011,FERREIRA,NEW DEMOCRATIC                 ,13071
1173,106,2011,JARRETT,GREEN                          ,474
1174,106,2011,RADEJEWSKY,NO AFFILIATION,45
1175,106,2011,REJECTED,REJECTED,161
1176,106,2011,UNMARKED,UNMARKED,50
1177,106,2011,DECLINED,DECLINED,16
1178,106,2011,VOTER_TURNOUT,VOTER_TURNOUT,31214
1179,106,2011,ELECTORS,ELECTORS,69580
1180,107,2011,AITCHISON,INDEPENDENT,89
1181,107,2011,BAPTISTE,FREEDOM                        ,107
1182,107,2011,CORNELL,LIBERAL                        ,114
1183,107,2011,NATION,PROGRESSIVE CONSERVATIVE       ,2735
1184,107,2011,RAKOCEVIC,NEW DEMOCRATIC                 ,7901
1185,107,2011,RINI,GREEN                          ,287
1186,107,2011,SERGIO,LIBERAL                        ,11455
1187,107,2011,REJECTED,REJECTED,109
1188,107,2011,UNMARKED,UNMARKED,43
1189,107,2011,DECLINED,DECLINED,18
1190,107,2011,VOTER_TURNOUT,VOTER_TURNOUT,22858
1191,107,2011,ELECTORS,ELECTORS,58255
9,1,2014,DECLINED,,236
10,1,2014,VOTER_TURNOUT,,52000
11,1,2014,ELECTORS,,103629
,1,2014,REJECTED,,230
,1,2014,UNMARKED,,114
,1,2014,KING,NEW DEMOCRATIC PARTY OF ONTARIO,8274
,1,2014,MCCARTHY,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,14999
,1,2014,NARRAWAY,THE GREEN PARTY OF ONTARIO,1589
,1,2014,STEWART,ONTARIO LIBERTARIAN PARTY,301
,1,2014,DICKSON,ONTARIO LIBERAL PARTY,26257
12,2,2014,HADIDIAN,ONTARIO LIBERTARIAN PARTY,441
13,2,2014,HUGHSON,ONTARIO LIBERAL PARTY,6504
14,2,2014,MANTHA,NEW DEMOCRATIC PARTY OF ONTARIO,14171
15,2,2014,TURNER,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,4589
16,2,2014,ZALUCKY,THE GREEN PARTY OF ONTARIO,828
17,2,2014,REJECTED,,166
18,2,2014,UNMARKED,,54
19,2,2014,DECLINED,,107
20,2,2014,VOTER_TURNOUT,,26860
21,2,2014,ELECTORS,,54395
22,3,2014,DARTSCH,THE GREEN PARTY OF ONTARIO,2639
23,3,2014,JOHNSTONE,NEW DEMOCRATIC PARTY OF ONTARIO,8415
24,3,2014,LANGTON,ONTARIO LIBERTARIAN PARTY,423
25,3,2014,MCKEEKIN,ONTARIO LIBERAL PARTY,24042
26,3,2014,SKELLY,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,18252
27,3,2014,SPRUCE,FREEDOM                        ,188
28,3,2014,REJECTED,,219
29,3,2014,UNMARKED,,86
30,3,2014,DECLINED,,530
31,3,2014,VOTER_TURNOUT,,54794
32,3,2014,ELECTORS,,92833
33,4,2014,BRADBURY,NEW DEMOCRATIC PARTY OF ONTARIO,7975
34,4,2014,HOGGARTH,ONTARIO LIBERAL PARTY,19916
35,4,2014,JACKSON,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,17667
36,4,2014,NORTH,THE GREEN PARTY OF ONTARIO,3018
37,4,2014,ROSKAM,ONTARIO LIBERTARIAN PARTY,366
38,4,2014,REJECTED,,211
39,4,2014,UNMARKED,,89
40,4,2014,DECLINED,,511
41,4,2014,VOTER_TURNOUT,,49753
42,4,2014,ELECTORS,,101169
43,5,2014,JOHNSON,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,5982
44,5,2014,LINDSAY,ONTARIO LIBERTARIAN PARTY,524
45,5,2014,POLEY.FISHER,,158
46,5,2014,POTTS,ONTARIO LIBERAL PARTY,17218
47,5,2014,PRUE,NEW DEMOCRATIC PARTY OF ONTARIO,16737
48,5,2014,SCOTT,THE GREEN PARTY OF ONTARIO,2329
49,5,2014,REJECTED,,199
50,5,2014,UNMARKED,,101
51,5,2014,DECLINED,,194
52,5,2014,VOTER_TURNOUT,,43442
53,5,2014,ELECTORS,,77381
54,6,2014,JASWAL,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,9403
55,6,2014,KULAR,ONTARIO LIBERAL PARTY,17873
56,6,2014,SINGH,NEW DEMOCRATIC PARTY OF ONTARIO,23519
57,6,2014,THORNHAM,THE GREEN PARTY OF ONTARIO,2277
58,6,2014,REJECTED,,406
59,6,2014,UNMARKED,,184
60,6,2014,DECLINED,,163
61,6,2014,VOTER_TURNOUT,,53825
62,6,2014,ELECTORS,,119534
63,7,2014,DHILLON,NEW DEMOCRATIC PARTY OF ONTARIO,13513
64,7,2014,HILL,COMMUNIST                      ,382
65,7,2014,HUNDAL,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,10117
66,7,2014,MALHI,ONTARIO LIBERAL PARTY,16927
67,7,2014,ZARRABI.YAN,,1311
68,7,2014,REJECTED,,233
69,7,2014,UNMARKED,,132
70,7,2014,DECLINED,,201
71,7,2014,VOTER_TURNOUT,,42816
72,7,2014,ELECTORS,,94424
73,8,2014,CHACIN,ONTARIO LIBERTARIAN PARTY,878
74,8,2014,DHILLON,ONTARIO LIBERAL PARTY,24832
75,8,2014,EBRAHIM,THE GREEN PARTY OF ONTARIO,1504
76,8,2014,HARLSON,FREEDOM                        ,540
77,8,2014,PANAICH,NEW DEMOCRATIC PARTY OF ONTARIO,12985
78,8,2014,SANDHU,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,13363
79,8,2014,SULLIVAN,FAMILY COALITION PARTY OF ONTARIO,800
80,8,2014,REJECTED,,502
81,8,2014,UNMARKED,,215
82,8,2014,DECLINED,,235
83,8,2014,VOTER_TURNOUT,,55854
84,8,2014,ELECTORS,,131434
85,9,2014,BURNS,THE GREEN PARTY OF ONTARIO,2095
86,9,2014,FELSKY,NEW DEMOCRATIC PARTY OF ONTARIO,13992
87,9,2014,FERGUSON,ONTARIO LIBERTARIAN PARTY,374
88,9,2014,GILLIES,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,15447
89,9,2014,LEVAC,ONTARIO LIBERAL PARTY,19396
90,9,2014,MITCHELL,FREEDOM                        ,180
91,9,2014,TURMEL,PAUPER PARTY OF ONTARIO,60
92,9,2014,REJECTED,,229
93,9,2014,UNMARKED,,130
94,9,2014,DECLINED,,381
95,9,2014,VOTER_TURNOUT,,52284
96,9,2014,ELECTORS,,99564
97,10,2014,ANDERSON,ONTARIO LIBERAL PARTY,11586
98,10,2014,GVENTER,NEW DEMOCRATIC PARTY OF ONTARIO,6787
99,10,2014,PARSONS,THE GREEN PARTY OF ONTARIO,3696
100,10,2014,SPENCE,FREEDOM                        ,200
101,10,2014,VOSKAMP,ONTARIO LIBERTARIAN PARTY,188
102,10,2014,WALKER,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,20359
103,10,2014,REJECTED,,184
104,10,2014,UNMARKED,,118
105,10,2014,DECLINED,,378
106,10,2014,VOTER_TURNOUT,,43496
107,10,2014,ELECTORS,,80646
108,11,2014,BRANNAN,FREEDOM                        ,245
109,11,2014,CROSS,THE GREEN PARTY OF ONTARIO,2250
110,11,2014,MCKENNA,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,20086
111,11,2014,MCMAHON,ONTARIO LIBERAL PARTY,23573
112,11,2014,MOWBRAY,NEW DEMOCRATIC PARTY OF ONTARIO,7792
113,11,2014,ZACH,ONTARIO LIBERTARIAN PARTY,363
114,11,2014,REJECTED,,227
115,11,2014,UNMARKED,,111
116,11,2014,DECLINED,,484
117,11,2014,VOTER_TURNOUT,,55131
118,11,2014,ELECTORS,,95504
119,12,2014,BROWN,THE GREEN PARTY OF ONTARIO,2726
120,12,2014,DETTWEILER,ONTARIO LIBERTARIAN PARTY,605
121,12,2014,LEONE,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,15694
122,12,2014,MCGARRY,ONTARIO LIBERAL PARTY,18763
123,12,2014,STEWART,NEW DEMOCRATIC PARTY OF ONTARIO,10413
124,12,2014,REJECTED,,218
125,12,2014,UNMARKED,,118
126,12,2014,DECLINED,,478
127,12,2014,VOTER_TURNOUT,,49015
128,12,2014,ELECTORS,,100130
129,13,2014,HANSEN,NEW DEMOCRATIC PARTY OF ONTARIO,8744
130,13,2014,MACLAREN,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,30590
131,13,2014,STEVENS,ONTARIO LIBERAL PARTY,20472
132,13,2014,WEST,THE GREEN PARTY OF ONTARIO,4614
133,13,2014,REJECTED,,205
134,13,2014,UNMARKED,,100
135,13,2014,DECLINED,,359
136,13,2014,VOTER_TURNOUT,,65084
137,13,2014,ELECTORS,,116047
138,14,2014,BELL,THE GREEN PARTY OF ONTARIO,1971
139,14,2014,GELINAS,NEW DEMOCRATIC PARTY OF ONTARIO,11664
140,14,2014,JOHNSON,ONTARIO LIBERAL PARTY,9158
141,14,2014,MCLARTY,ONTARIO LIBERTARIAN PARTY,514
142,14,2014,NICHOLLS,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,14183
143,14,2014,REJECTED,,209
144,14,2014,UNMARKED,,132
145,14,2014,DECLINED,,438
146,14,2014,VOTER_TURNOUT,,38269
147,14,2014,ELECTORS,,74559
148,15,2014,AHMAD,COMMUNIST                      ,172
149,15,2014,STEIN,THE GREEN PARTY OF ONTARIO,1784
150,15,2014,CAUCHI,FREEDOM                        ,110
151,15,2014,VENUTO,ONTARIO LIBERTARIAN PARTY,250
152,15,2014,DANIEL,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,2665
153,15,2014,YOUNG,THE PEOPLES POLITICAL PARTY,99
154,15,2014,MARTINS,ONTARIO LIBERAL PARTY,16272
155,15,2014,SCHEIN,NEW DEMOCRATIC PARTY OF ONTARIO,14322
156,15,2014,REJECTED,,183
157,15,2014,UNMARKED,,99
158,15,2014,DECLINED,,151
159,15,2014,VOTER_TURNOUT,,36107
160,15,2014,ELECTORS,,72851
161,16,2014,COTEAU,ONTARIO LIBERAL PARTY,19248
162,16,2014,KENNEDY,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,9257
163,16,2014,MCLEOD,THE GREEN PARTY OF ONTARIO,1256
164,16,2014,SADIKALI,NEW DEMOCRATIC PARTY OF ONTARIO,4500
165,16,2014,SIMMONS,FREEDOM                        ,287
166,16,2014,REJECTED,,150
167,16,2014,UNMARKED,,94
168,16,2014,DECLINED,,171
169,16,2014,VOTER_TURNOUT,,34963
170,16,2014,ELECTORS,,73070
171,17,2014,AHMED,NEW DEMOCRATIC PARTY OF ONTARIO,3569
172,17,2014,BOYD,ONTARIO LIBERTARIAN PARTY,338
173,17,2014,BURROWS,INDEPENDENT,138
174,17,2014,CURLEY,FREEDOM                        ,83
175,17,2014,FLISS,THE GREEN PARTY OF ONTARIO,1286
176,17,2014,KABITSIS,COMMUNIST                      ,153
177,17,2014,PORTER,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,14082
178,17,2014,WAIGH,VEGAN ENVIRONMENTAL PARTY,116
179,17,2014,WYNNE,ONTARIO LIBERAL PARTY,26215
180,17,2014,REJECTED,,147
181,17,2014,UNMARKED,,112
182,17,2014,DECLINED,,161
183,17,2014,VOTER_TURNOUT,,46400
184,17,2014,ELECTORS,,86092
185,18,2014,DAID,ONTARIO LIBERAL PARTY,13861
186,18,2014,JONES,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,18017
187,18,2014,KOWALEWSKI,ONTARIO LIBERTARIAN PARTY,538
188,18,2014,WALLACE,THE GREEN PARTY OF ONTARIO,7518
189,18,2014,YAZBEK,NEW DEMOCRATIC PARTY OF ONTARIO,5269
190,18,2014,REJECTED,,201
191,18,2014,UNMARKED,,113
192,18,2014,DECLINED,,313
193,18,2014,VOTER_TURNOUT,,45830
194,18,2014,ELECTORS,,89024
195,19,2014,ANDERSON,ONTARIO LIBERAL PARTY,19816
196,19,2014,PATRICK,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,18640
197,19,2014,SPENCE,NEW DEMOCRATIC PARTY OF ONTARIO,13094
198,19,2014,TOYE,ONTARIO LIBERTARIAN PARTY,434
199,19,2014,ZALUCKY,THE GREEN PARTY OF ONTARIO,2382
200,19,2014,REJECTED,,237
201,19,2014,UNMARKED,,170
202,19,2014,DECLINED,,603
203,19,2014,VOTER_TURNOUT,,55376
204,19,2014,ELECTORS,,99404
205,20,2014,BONE,FREEDOM                        ,264
206,20,2014,COLLE,ONTARIO LIBERAL PARTY,22855
207,20,2014,GALLEZOT,NEW DEMOCRATIC PARTY OF ONTARIO,3060
208,20,2014,MARTIN,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,14079
209,20,2014,MCCANN,THE GREEN PARTY OF ONTARIO,1305
210,20,2014,SNIEDZINS,INDEPENDENT,143
211,20,2014,REJECTED,,160
212,20,2014,UNMARKED,,83
213,20,2014,DECLINED,,131
214,20,2014,VOTER_TURNOUT,,42080
215,20,2014,ELECTORS,,77946
216,21,2014,CORNISH,NEW DEMOCRATIC PARTY OF ONTARIO,12034
217,21,2014,FISHER,THE GREEN PARTY OF ONTARIO,2236
218,21,2014,LAVOIE,ONTARIO LIBERAL PARTY,9183
219,21,2014,MALONEY,FREEDOM                        ,784
220,21,2014,YUREK,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,20946
221,21,2014,REJECTED,,145
222,21,2014,UNMARKED,,126
223,21,2014,DECLINED,,411
224,21,2014,VOTER_TURNOUT,,45865
225,21,2014,ELECTORS,,84970
226,22,2014,CECILE,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,10169
227,22,2014,MELOCHE,ONTARIO LIBERAL PARTY,6628
228,22,2014,NATYSHAK,NEW DEMOCRATIC PARTY OF ONTARIO,28118
229,22,2014,VERCOUTEREN,THE GREEN PARTY OF ONTARIO,1685
230,22,2014,REJECTED,,165
231,22,2014,UNMARKED,,132
232,22,2014,DECLINED,,295
233,22,2014,VOTER_TURNOUT,,47192
234,22,2014,ELECTORS,,94008
235,23,2014,BAKER,ONTARIO LIBERAL PARTY,23848
236,23,2014,BUSSMANN,ONTARIO LIBERTARIAN PARTY,528
237,23,2014,JONES,NEW DEMOCRATIC PARTY OF ONTARIO,5758
238,23,2014,KUESS,FREEDOM                        ,189
239,23,2014,MARTINO,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,15520
240,23,2014,MARTINS,THE PEOPLES POLITICAL PARTY,193
241,23,2014,MORRISON,THE GREEN PARTY OF ONTARIO,1254
242,23,2014,TRIGIANI,VEGAN ENVIRONMENTAL PARTY,142
243,23,2014,REJECTED,,271
244,23,2014,UNMARKED,,92
245,23,2014,DECLINED,,317
246,23,2014,VOTER_TURNOUT,,48112
247,23,2014,ELECTORS,,85192
248,24,2014,CHOO,NEW DEMOCRATIC PARTY OF ONTARIO,6362
249,24,2014,MILCZYN,ONTARIO LIBERAL PARTY,24311
250,24,2014,HOLYDAY,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,17587
251,24,2014,SALEWSKY,THE GREEN PARTY OF ONTARIO,2064
252,24,2014,LOCHWIN,SOCIALIST PARTY OF ONTARIO,236
253,24,2014,WRZESNIEWSKI,ONTARIO LIBERTARIAN PARTY,336
254,24,2014,LYTVYN,ONTARIO MODERATE PARTY,108
255,24,2014,MERKLINGER,FREEDOM                        ,189
256,24,2014,REJECTED,,215
257,24,2014,UNMARKED,,101
258,24,2014,DECLINED,,232
259,24,2014,VOTER_TURNOUT,,51741
260,24,2014,ELECTORS,,96304
261,25,2014,BARRIFFE,NEW DEMOCRATIC PARTY OF ONTARIO,7103
262,25,2014,DEROO,ONTARIO LIBERTARIAN PARTY,706
263,25,2014,MCCONNELL,FREEDOM                        ,281
264,25,2014,MILONE,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,6163
265,25,2014,QAADRI,ONTARIO LIBERAL PARTY,12168
266,25,2014,ROBERTSON,THE GREEN PARTY OF ONTARIO,677
267,25,2014,REJECTED,,179
268,25,2014,UNMARKED,,98
269,25,2014,DECLINED,,83
270,25,2014,VOTER_TURNOUT,,27458
271,25,2014,ELECTORS,,64284
272,26,2014,CRACK,ONTARIO LIBERAL PARTY,23565
273,26,2014,DONNELLY,ONTARIO LIBERTARIAN PARTY,422
274,26,2014,GAGNIER,INDEPENDENT,296
275,26,2014,LEDUC,FREEDOM                        ,233
276,26,2014,SABOURIN,NEW DEMOCRATIC PARTY OF ONTARIO,5902
277,26,2014,ST..MARTIN,,1528
278,26,2014,VILLENEUVE.ROBERTSON,,15429
279,26,2014,REJECTED,,359
280,26,2014,UNMARKED,,71
281,26,2014,DECLINED,,79
282,26,2014,VOTER_TURNOUT,,47884
283,26,2014,ELECTORS,,89741
284,27,2014,BURNETT,COMMUNIST                      ,178
285,27,2014,GORDON,NEW DEMOCRATIC PARTY OF ONTARIO,9385
286,27,2014,MACDONALD,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,11048
287,27,2014,SANDALS,ONTARIO LIBERAL PARTY,22014
288,27,2014,SCHREINER,THE GREEN PARTY OF ONTARIO,10230
289,27,2014,SMYTHE,ONTARIO LIBERTARIAN PARTY,170
290,27,2014,REJECTED,,194
291,27,2014,UNMARKED,,90
292,27,2014,DECLINED,,278
293,27,2014,VOTER_TURNOUT,,53587
294,27,2014,ELECTORS,,96599
295,28,2014,BARRETT,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,22066
296,28,2014,FAULKNER,THE GREEN PARTY OF ONTARIO,2071
297,28,2014,MOTTASHED,,0
298,28,2014,NICHOLS,NEW DEMOCRATIC PARTY OF ONTARIO,9786
299,28,2014,ROBINSON,ONTARIO LIBERAL PARTY,8331
300,28,2014,REJECTED,,687
301,28,2014,UNMARKED,,123
302,28,2014,DECLINED,,604
